Vivado Simulator 2018.3
Time resolution is 1 ps
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/single_divider_newton_instance/a_e_reg[0]/TChk158_36465 at time 2026005 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[9]/TChk158_36465 at time 59259131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[2]/TChk158_36465 at time 59484131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[3]/TChk158_36465 at time 59484131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[4]/TChk158_36465 at time 59484131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[5]/TChk158_36465 at time 59484131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[6]/TChk158_36465 at time 59484131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[7]/TChk158_36465 at time 59484131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[8]/TChk158_36465 at time 59484131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[9]/TChk158_36465 at time 59484131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[2]/TChk158_36465 at time 59709131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[3]/TChk158_36465 at time 59709131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[4]/TChk158_36465 at time 59709131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[5]/TChk158_36465 at time 59709131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[6]/TChk158_36465 at time 59709131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[7]/TChk158_36465 at time 59709131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[8]/TChk158_36465 at time 59709131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[9]/TChk158_36465 at time 59709131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[2]/TChk158_36465 at time 59934131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[3]/TChk158_36465 at time 59934131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[4]/TChk158_36465 at time 59934131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[5]/TChk158_36465 at time 59934131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[6]/TChk158_36465 at time 59934131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[7]/TChk158_36465 at time 59934131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[8]/TChk158_36465 at time 59934131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[9]/TChk158_36465 at time 59934131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/multiplier_0/a_e_reg[2]/TChk158_36465 at time 60088279 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/z_reg[10]/TChk158_36465 at time 60138306 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/z_reg[26]/TChk158_36465 at time 60138306 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/z_reg[30]/TChk158_36465 at time 60138306 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/z_reg[34]/TChk158_36465 at time 60138306 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/z_reg[37]/TChk158_36465 at time 60138306 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/z_reg[3]/TChk158_36465 at time 60138306 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/z_reg[46]/TChk158_36465 at time 60138306 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/z_reg[50]/TChk158_36465 at time 60138306 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/z_reg[7]/TChk158_36465 at time 60138306 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[3]/TChk158_36465 at time 62000798 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[4]/TChk158_36465 at time 62000798 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[5]/TChk158_36465 at time 62000798 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[6]/TChk158_36465 at time 62000798 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[7]/TChk158_36465 at time 62000798 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[8]/TChk158_36465 at time 62000798 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[9]/TChk158_36465 at time 62000798 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[3]/TChk158_36465 at time 62234131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[4]/TChk158_36465 at time 62234131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[5]/TChk158_36465 at time 62234131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[6]/TChk158_36465 at time 62234131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[7]/TChk158_36465 at time 62234131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[8]/TChk158_36465 at time 62234131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[9]/TChk158_36465 at time 62234131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[2]/TChk158_36465 at time 62463298 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[3]/TChk158_36465 at time 62463298 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[4]/TChk158_36465 at time 62463298 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[5]/TChk158_36465 at time 62463298 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[6]/TChk158_36465 at time 62463298 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[7]/TChk158_36465 at time 62463298 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[8]/TChk158_36465 at time 62463298 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[9]/TChk158_36465 at time 62463298 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[2]/TChk158_36465 at time 62688298 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[3]/TChk158_36465 at time 62688298 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[4]/TChk158_36465 at time 62688298 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[5]/TChk158_36465 at time 62688298 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[6]/TChk158_36465 at time 62688298 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[7]/TChk158_36465 at time 62688298 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[8]/TChk158_36465 at time 62688298 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[9]/TChk158_36465 at time 62688298 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[2]/TChk158_36465 at time 62909131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[3]/TChk158_36465 at time 62909131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[4]/TChk158_36465 at time 62909131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[5]/TChk158_36465 at time 62909131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[6]/TChk158_36465 at time 62909131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[7]/TChk158_36465 at time 62909131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[8]/TChk158_36465 at time 62909131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[9]/TChk158_36465 at time 62909131 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[2]/TChk158_36465 at time 63129964 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[3]/TChk158_36465 at time 63129964 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[4]/TChk158_36465 at time 63129964 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[5]/TChk158_36465 at time 63129964 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[6]/TChk158_36465 at time 63129964 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[7]/TChk158_36465 at time 63129964 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[8]/TChk158_36465 at time 63129964 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[9]/TChk158_36465 at time 63129964 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[2]/TChk158_36465 at time 63350798 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[3]/TChk158_36465 at time 63350798 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[4]/TChk158_36465 at time 63350798 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[5]/TChk158_36465 at time 63350798 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[6]/TChk158_36465 at time 63350798 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[7]/TChk158_36465 at time 63350798 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[8]/TChk158_36465 at time 63350798 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[9]/TChk158_36465 at time 63350798 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[2]/TChk158_36465 at time 63571631 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[3]/TChk158_36465 at time 63571631 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[4]/TChk158_36465 at time 63571631 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[5]/TChk158_36465 at time 63571631 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
WARNING: "C:\Xilinx\Vivado\2018.3\data/verilog/src/unisims/FDRE.v" Line 158: Timing violation in scope /Main_vivado_TB/main_vivado/double_divider_newton_instance/adder_0/b_e_reg[6]/TChk158_36465 at time 63571631 ps $width (posedge R &&& init_enable,(0:0:0),0,notifier) 
